sentence,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
"This person had a receding hairline, but it was still covered with straight locks and wavy strands, while their eyebrows were arched and they completed the look with dangling earrings.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"This person had bushy eyebrows, heavy makeup, and bags under their eyes, giving them a distinct and striking look.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a chubby face and blurry eyes, with gray hair cascading down their shoulders and a necklace adorning their neck.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"This person had a rosy complexion with a hint of lipstick that was slightly blurry, giving her a dreamy and romantic appearance.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"This young person with black hair, straight in some areas and wavy in others, had bags under their eyes, giving them an exhausted look.",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
He was a male with unique wavy hair that cascaded down to straight locks.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"This attractive individual sports a goatee, complete with a subtle 5 o'clock shadow, and is adorned with a hint of lipstick, adding a touch of sultry flair.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This young person has a five o'clock shadow and is wearing a necklace, giving them a mysterious and alluring look.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"With her rosy cheeks and cheerful smile, the woman with bushy eyebrows, a double chin, and wearing lipstick looks positively radiant.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"With her attractive figure, chubby cheeks and brown hair, she is a vision of beauty.",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"He had a big nose and an oval face, while his blond hair and broad smile made him a cheerful and cheerful-looking man.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"He was a male with heavily applied makeup and a hint of a five o'clock shadow, giving him a mysterious air.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has high cheekbones, a chubby face, and is wearing a necktie; their mouth is slightly open and they have no beard.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"He was a male with bushy eyebrows, distinguished sideburns, and a receding hairline that framed his handsome face.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"This person had rosy cheeks, a 5 o'clock shadow, and full lips that were accentuated by bangs. Her hair had a wavy texture that complemented her other features.",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"A young, chubby person with bushy eyebrows and a hat atop their head, adorning a necklace around their neck, stands before me.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"This person is attractive with high cheekbones and bushy eyebrows, making them a striking figure.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a unique look, with pale skin, bright blond hair, and no beard to be seen.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This attractive person had golden blond hair and rosy cheeks that perfectly complemented their stunning beauty.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This person had arched eyebrows, rosy cheeks, high cheekbones, a light 5 o'clock shadow, and a head of blond hair, making them a picture of classic beauty.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"With her arched eyebrows, pale skin, and rosy cheeks, she had an ethereal beauty that was hard to ignore.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"This person has a stunning oval face framed by wavy, luscious brown locks.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"He was sporting a necktie with a broad smile on his face, his narrow eyes twinkling with delight.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"This handsome man has a unique look, with his black hair topped by a few strands of gray, and bangs framing his face. His sophisticated style is complete with a necktie.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"With his wavy locks, attractive oval face, and distinguished sideburns, he was truly a sight to behold.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"This person had a striking appearance, with a bald head, yet their mouth slightly open and their blond hair cascading down straight, framing a double chin.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"With her pale skin, blurry eyes, and high cheekbones, she had an ethereal beauty that captivated all who gazed upon her.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had chubby cheeks, accentuated by the heavy makeup, which was framed by the thick bangs and complemented by the round eyeglasses atop the bald head.",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With an oval-shaped face, pale complexion, and arched eyebrows, this person's beaming smile is complemented by a double chin that adds to their endearing charm.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"This person had wavy hair cascading down their shoulders, their mouth slightly open, big lips, and a chubby physique.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The person had a blurry face, with a big nose and an arched eyebrows, but it was hard to miss their warm smile, while wearing a delicate necklace.",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
This young individual has glossy brown hair that flows straight and effortlessly.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"He was a mustached man with an oval-shaped face, high cheekbones, and a sparkling necklace adorning his neck.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"This person had a receding hairline, gray hair, and high cheekbones that gave their face a blurry look, complemented by their pale skin.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"The person had a blurry face, yet was still smiling; her straight hair and arched eyebrows added to her unique expression.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"This person sports a sleekly bald head, coupled with well-groomed sideburns and a dashingly distinguished mustache.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"This person had a receding hairline, bushy eyebrows, and a big nose, with not even a hint of a beard.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"This chubby male with his oval face and blond hair stands out from the crowd, making a unique and unforgettable impression.",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With his prominent sideburns, receding hairline, and rosy cheeks, this man had a distinctively rugged yet endearing appearance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"This young person has an alluring appearance, with their high cheekbones and blurry features complemented by the dainty earrings they are wearing.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"This person had Big Lips that seemed to be permanently in a smile, Rosy Cheeks that gave the impression of a permanent blush, and a Big Nose that gave a unique charm to their face.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"With her pale skin and high cheekbones accentuated by a stylish hat, she was a picture of beauty.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"With rosy cheeks, an attractive 5 o'clock shadow, and a necktie to complete the look, this person exudes a timelessly charming appeal.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"With her full, pouty lips, big, prominent nose, and arched eyebrows, she had an undeniably striking look.",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a bald head with a double chin and rosy cheeks, giving them a cherubic and endearing look.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"He was a chubby, attractive male with a pointy nose and bags under his eyes, giving him an endearing look.",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This person has narrow eyes that hint at a mysterious past, wavy hair that cascades down their oval face, and an invitingly gentle expression.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"He was a male with straight hair, adorning himself with earrings and a necklace, making a bold fashion statement.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"This person had wavy locks, bags under their eyes, and prominent sideburns that framed their face.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"This person had a 5 o'clock shadow on their face, a receding hairline, and a pleasant smile on their lips, while their narrow eyes and pale skin gave them a distinct look.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"This young person has an oval face with a double chin, a big nose, and is wearing lipstick, making her look even more beautiful.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"This person had eyeglasses perched atop their sideburns, which framed their big lips and oval face.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"He was a male with flaxen locks and a distinctively bushy set of eyebrows, his straight hair adding to his captivating appearance.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"This person has narrow eyes that sparkle beneath her bushy eyebrows, and she wears earrings that accentuate her features.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"A beaming smile illuminated an oval face, with a mouth slightly agape.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"With rosy cheeks and pale skin, the bald man presented a striking contrast.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"This young person with eyeglasses has a bald head and bushy eyebrows, giving them a slightly blurry appearance.",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"This person had a thick mustache, silvery gray hair, a double chin, and a chubby physique.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With his jet-black hair, rosy cheeks, narrow eyes, and distinct mustache, he was a picture of dashing sophistication.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"With a rosy-hued complexion, bags beneath her eyes, a receding hairline, eyeglasses perched atop her nose, and a warm smile, this individual was truly one-of-a-kind.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"This person is a unique sight: a bald man with blond hair, wearing a hat atop his head.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"This person has an oval face, a receding hairline, bags under their eyes, and big lips; a unique combination that draws the eye and adds to their character.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"This person with a receding hairline had a beaming smile, accessorizing it with a pair of dangling earrings.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"This handsome man with high cheekbones and striking gray hair had the unique style of wearing earrings, which added a stylish flair to his overall look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person has a receding hairline, their ears adorned with earrings, and a chubby physique.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"This person with pointy nose had their heavy makeup slightly smudged, making their straight gray hair appear blurry.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"This person has a distinguished look, with eyeglasses perched atop a face graced by high cheekbones and a neatly-trimmed mustache.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With her bangs framing her oval face, she had a warm, beaming smile that illuminated her unique beauty.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"A young individual with a beaming smile and a prominent nose, sporting a neatly trimmed goatee, stands out in the crowd.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"This person was sporting a chubby face, with a wavy hairstyle and a 5 o'clock shadow, while sporting a wide, ear-to-ear smile with a pair of dangling earrings.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"This person had graying hair, a pointy nose, a five o'clock shadow, bangs that were slightly blurred.",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This person has an alluring face, with high cheekbones, a bald head, yet bangs of black hair framing their rosy cheeks.",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This person had a receding hairline, arched eyebrows, and blond hair, making them a sight to behold with their unique and striking features.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"This person has an arched set of eyebrows, a receding hairline, and was wearing a dainty necklace to accentuate the look.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"He was a male with narrow eyes, wearing eyeglasses and looking exhausted with bags beneath his eyes, his straight hair falling neatly around his face.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The person had a warm, beaming smile, with narrow eyes partially hidden under a fringe of bangs.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"He had big, full lips and his wavy, brown hair gave him a distinguished look, making him a handsome man.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has a round figure, with a mix of gray and black hair, and a lack of facial hair. They also adorn themselves with a necklace, completing their look.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"This person had a black, glossy mane and a well-groomed goatee, both of which were complemented by a distinguished mustache and arched eyebrows. To complete the look, they were wearing a lipstick that added a",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This person has a 5 o'clock shadow, a sleek mustache, and a neatly groomed goatee, making them look like a real smooth operator.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a slightly open mouth, a big nose, and eyeglasses perched atop it, while a necklace adorned their neck and a hat crowned their head.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"This person had bags under their eyes, a large nose, a chubby face, and was wearing a pair of earrings - a unique combination of features.",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person has a bald head but is still radiating a cheerful smile, with straight locks of hair framing his face.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"This person had a distinguished air about them, wearing a sophisticated necktie and sporting a full head of gray hair with bushy eyebrows.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"With a faint, happy expression, the person had blurry, narrow eyes that were crinkled with a warm smile.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"This person has golden locks, sleek and straight hair, and high, prominent cheekbones, creating an alluring, unforgettable look.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"This person had a distinguished look, with deep sideburns, a double chin, narrow eyes, and a head of silvery gray hair.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"This person had rosy cheeks, a chubby face, and high cheekbones; their gray hair was adorned with delicate earrings.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"With a mustache, 5 o'clock shadow, bushy eyebrows, and a big nose, this person had a bold and unforgettable look.",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had chubby cheeks, topped with a head of beautiful, wavy brown hair.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"With her chubby cheeks, big nose, blond hair and eyeglasses, she stands out in the crowd with her unmistakable style.",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had pale skin and straight hair, complemented by a striking necklace and earrings.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"With his sideburns framing his cheerful smile, and his goatee giving him an air of sophistication, this person was a sight to behold.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
This attractive person with bushy eyebrows and gray hair is smiling while wearing a beautiful necklace.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"This person had a pointy nose, a double chin, a mustache, and was wearing a necktie, all topped off with a head of gray hair.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"With his strong 5 o'clock shadow and stylish goatee, this man's face with its oval shape and high cheekbones is nothing short of captivating.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With her captivatingly attractive face, luscious blond hair, pointy nose, and chubby cheeks, she looks stunning wearing her earrings.",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"This person had an oval-shaped face, topped with a stylish hat, and their bushy eyebrows added to their unique look.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"This attractive individual with rosy cheeks and a big nose is wearing a necktie and earrings, an ensemble that only adds to their allure.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"This person had narrow, piercing eyes that lacked any facial hair, while their lips had a glossy pink hue, indicating they had been wearing lipstick.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This person stands out with their bald head, adorned with dangling earrings, and a distinguished mustache.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"With her narrow eyes, double chin, and a hint of lipstick, she exuded a look of sophistication and poise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This person, with their attractive face decorated with heavy makeup, a warm smile, and sideburns adorning their cheeks, is making a stylish impression with their necktie on.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"The person stood there with their mouth slightly open, narrow eyes peeking out from beneath their bangs, and big lips accentuated by the necktie they were wearing.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"This person had wavy locks that were accentuated by the bright lipstick they were wearing, despite being bald.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"He was a male with a receding hairline, bags under his eyes, and straight hair that framed his face in a unique way.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"A person with pallid skin, bald head, and a pair of sideburns stood out in the crowd.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"This young man with a chubby face and a mustache, despite being bald, still has a full head of straight hair.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
